document_id,text,sentiment,confidence,topic_label,date
hmns,hmns aplha atau saffnco solaris? dari segi ketahanan dan radiusnyaa..,positive,0.8788300156593323,wanginyaa - parfume - wanginya,2025-09-28
hmns,"untitled blm nyoba
tapi top 3 hmns gua
prstige, eos, alfa",positive,0.9753665924072266,wanginyaa - parfume - wanginya,2025-09-28
hmns,tetep eos terbike,positive,0.9834986329078674,wanginyaa - parfume - wanginya,2025-09-28
hmns,kalau mau cek wanginyaa dulu dimana sih,positive,0.8546905517578125,wanginyaa - parfume - wanginya,2025-09-28
hmns,kenapa farhampton gak masuk list bang... padahal enak banget,positive,0.8444451093673706,wanginyaa - parfume - wanginya,2025-09-28
hmns,"bang minta rekomendadi parfum manis, btw saya penyuka parfum citrus",positive,0.9693525433540344,wanginyaa - parfume - wanginya,2025-09-28
hmns,untitled itu mirip sama santal 33 ga mas?,positive,0.9691482186317444,wanginyaa - parfume - wanginya,2025-09-28
hmns,kalau mau dmn bsa dpat kak? alpha alpha,positive,0.9825798869132996,wanginyaa - parfume - wanginya,2025-09-28
hmns,"bang giveaway lgi bang, parfumnya enak smua tpi mehong😭😭",positive,0.9860420823097229,wanginyaa - parfume - wanginya,2025-09-28
hmns,masih setia farhampton,positive,0.9838826656341553,wanginyaa - parfume - wanginya,2025-09-28
hmns,kalo parfume yg wanginya mirip xerjoff xymphonium recomend dari lo ada broo?,positive,0.9835373759269714,wanginyaa - parfume - wanginya,2025-09-28
hmns,😅,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,dipalembang gak ada toko oflinenya,negative,0.7341017127037048,wanginyaa - parfume - wanginya,2025-09-28
hmns,😂,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🥰,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🥰🥰🥰,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😂😂😂,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🥰,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😁,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🥰,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🥰,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😂😂😂,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😁,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😳😳😳,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🤣,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🥺,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😁😁😁,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🤪,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😁,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,gatau kenapa untuk varian HMNS yang paling cocok di hidung gue cuma yg ADDICT,neutral,0.5436412692070007,wanginyaa - parfume - wanginya,2025-09-28
hmns,Darker shade gimana menurut lu bang?,positive,0.9676324725151062,wanginyaa - parfume - wanginya,2025-09-28
hmns,"ada yg tau parfume hugo boss yg the scient gak?? warna nya orange.. itu enak. banget sumpah .. tpi gak pernah nemu lagi.. ada wangi yg mirip"" gak ya guys?",positive,0.9645481705665588,wanginyaa - parfume - wanginya,2025-09-28
hmns,😂,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😁,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,the prestige kalo dipake untuk siang gimana bang?,positive,0.9339085817337036,wanginyaa - parfume - wanginya,2025-09-28
hmns,"gatau ya, gw ga cocok pake the prestige",negative,0.8110314011573792,wanginyaa - parfume - wanginya,2025-09-28
hmns,aroma vanila atau oud ada ga,neutral,0.477489173412323,wanginyaa - parfume - wanginya,2025-09-28
hmns,Still unpatched the best splnya mantap juga di gue,positive,0.9913607239723206,wanginyaa - parfume - wanginya,2025-09-28
hmns,gw demen addict,positive,0.9803250432014465,wanginyaa - parfume - wanginya,2025-09-28
hmns,😅,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,👍,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😳,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🥰🥰🥰,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🙏🙏🙏,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😭,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🗿,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🗿,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😳,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,Bang Spill Kacamata loe dong keknya keren 😅,positive,0.9812807440757751,wanginyaa - parfume - wanginya,2025-09-28
hmns,Bang cobain mason alhambra leyden dong worth to buy ga kira kira,positive,0.9689236879348755,wanginyaa - parfume - wanginya,2025-09-28
hmns,bang rekomendasi hmns yg buat ke gym dong,positive,0.9611840844154358,wanginyaa - parfume - wanginya,2025-09-28
hmns,kak rekomendasi hmns buat cewek dong yang feminim gitu baunya,positive,0.8000940084457397,wanginyaa - parfume - wanginya,2025-09-28
hmns,"buatku prestige kaya bapak2 pulang ngerokok kretek. kaya lo masuk ke rumah lo ada kuli lg ngerokok, nah gitu 😅",neutral,0.3611913323402405,wanginyaa - parfume - wanginya,2025-09-28
hmns,Belilha parfum yg cocok dg hidung kalian,positive,0.9832399487495422,wanginyaa - parfume - wanginya,2025-09-28
hmns,parfum hmns yg cocok buat olahraga varian yg mana?,positive,0.9857827425003052,wanginyaa - parfume - wanginya,2025-09-28
hmns,alpha wangi nya emang gak tahan ya kak?,positive,0.9378713369369507,wanginyaa - parfume - wanginya,2025-09-28
hmns,bang pls parfum aroma tobaco tapi yg gak fail kisaran 200 ada ga? tipe wangi berisiko soal nya😂,neutral,0.5662017464637756,wanginyaa - parfume - wanginya,2025-09-28
hmns,kak ninggalin jejak gak kk,positive,0.9769462943077087,teks - jejak - ,2025-09-28
hmns,spl nya tinggi ga ya bang,neutral,0.7097969055175781,wanginyaa - parfume - wanginya,2025-09-28
hmns,🥺,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😁,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🥰,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😜,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,🥰,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,😁,positive,0.9867009520530701,teks - jejak - ,2025-09-28
hmns,bang review maison alhambra megara dong please!!!,positive,0.9894918203353882,wanginyaa - parfume - wanginya,2025-09-28
